1.060025848806882e+18 3.216813933619478e-31 1.084127625787156e-31 3.602802742594351e-32 1.738779910926435e-32 1.108038408890575e-32 8.215709532658627e-33 6.622217545815802e-33 5.572503533288791e-33 4.878660803421870e-33 4.676216881906602e-33 5.329892286817527e-33 4.844659864628642e-34
1.191103133283007e+18 3.444674965034802e-31 1.230948735245308e-31 7.281285697738166e-32 4.427327604593871e-32 2.993827634230083e-32 2.267037058944020e-32 1.849459365459543e-32 1.559973445363682e-32 1.368257722002063e-32 1.337160428511182e-32 1.593717555906687e-32 0.000000000000000e+00
1.338388753173757e+18 2.333857798447173e-31 6.924960587970810e-32 2.809378037245790e-32 1.867330016337360e-32 1.455828882305153e-32 1.201572460252921e-32 1.030926544029527e-32 9.026694941041345e-33 8.359123372575509e-33 8.179894418808427e-33 8.818424328325614e-33 0.000000000000000e+00
1.503886946955410e+18 2.086100938818237e-31 7.386515185432029e-32 3.635039467931503e-32 1.926777159163456e-32 1.250271507488471e-32 9.403440367779892e-33 7.578460936006014e-33 6.362948469535776e-33 6.133464027663246e-33 5.062246721795212e-33 5.028735438882713e-35 0.000000000000000e+00
1.689849786812457e+18 1.766293985445140e-31 5.580197131528971e-32 3.137427868944348e-32 2.283224025008328e-32 1.757771753732338e-32 1.421080109711425e-32 1.181504187985002e-32 1.036399451345891e-32 1.048198399221558e-32 8.612299860057864e-33 0.000000000000000e+00 0.000000000000000e+00
1.898807824465263e+18 1.485044275841448e-31 4.222257102392992e-32 1.824961078147059e-32 1.035832829896013e-32 7.525810584452258e-33 6.060551899446322e-33 5.157997894400336e-33 4.891669321426614e-33 3.768923213088167e-33 1.774656255496464e-33 0.000000000000000e+00 0.000000000000000e+00
2.133604526501411e+18 1.093686234920520e-31 4.071873896001611e-32 2.221681385827478e-32 1.428176971764423e-32 1.040534730495970e-32 8.225074036177069e-33 6.972159244162470e-33 6.775251320570463e-33 3.908768326069467e-33 1.163135445546398e-35 0.000000000000000e+00 0.000000000000000e+00
2.397434967801077e+18 9.090536795899852e-32 3.044592295622394e-32 1.562312166420967e-32 1.075234986378533e-32 8.605019458242005e-33 7.190367803934772e-33 6.459849242347560e-33 6.136778307598893e-33 3.462561740296754e-33 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
2.693889309590172e+18 7.793597249452780e-32 2.617686603981644e-32 1.330245779381842e-32 8.037030788565530e-33 5.727272265540273e-33 4.459224492094394e-33 4.041345244510537e-33 2.526127790792851e-33 5.037608140828462e-34 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
3.027001653763462e+18 6.661951144921488e-32 2.207555319185703e-32 1.195931772838658e-32 8.590061605642632e-33 6.730881018773696e-33 5.479866324559496e-33 5.104546630364522e-33 2.834323651446801e-33 5.837163624595200e-36 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
3.401304938279252e+18 4.537362676712758e-32 1.550653415239837e-32 8.734521750969569e-33 6.118528014526377e-33 4.867955179117061e-33 4.041601483659958e-33 3.453466733674105e-33 1.596616328551558e-33 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
3.821892620633119e+18 4.388967746716296e-32 1.648807733305702e-32 8.752617796895213e-33 5.788828351913417e-33 4.325272123745791e-33 3.511392813408676e-33 2.262783211918271e-33 2.097480268586109e-34 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
4.294487988789275e+18 3.542117792723082e-32 1.162565568147991e-32 6.570925844504812e-33 4.889025260576044e-33 4.079115306111142e-33 3.514626505364892e-33 2.067009068257279e-33 4.455539610795538e-36 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
4.825522042741278e+18 2.914076720267467e-32 1.086667549422503e-32 6.039793205882288e-33 4.100610644085938e-33 3.264159955199603e-33 2.521627431646369e-33 8.613860834495155e-34 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
5.422221006501588e+18 2.223258439817766e-32 8.337658944750114e-33 5.204504834056566e-33 3.825030653065874e-33 3.130791254342581e-33 2.025395119323818e-33 1.274525823621088e-34 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
6.092704661368677e+18 2.229993023330974e-32 8.000377407300166e-33 4.577079792414676e-33 3.276414822680533e-33 2.780803502506294e-33 1.385805233533292e-33 4.563509022829855e-36 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
6.846096838574658e+18 1.703601597673289e-32 6.773777565022871e-33 3.922082016058157e-33 2.828181895527070e-33 2.414021537242072e-33 4.732452048402964e-34 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
7.692649574879142e+18 1.250563025265416e-32 5.359136787553858e-33 3.508504701370342e-33 2.570460751523874e-33 2.058902310858789e-33 4.708233717631059e-35 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
8.643882620598268e+18 1.081228698884947e-32 4.538734234887371e-33 2.954328804714812e-33 2.175916235658055e-33 1.322632541632454e-33 3.210370307477782e-36 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.712740198471170e+18 1.004847696183045e-32 4.336003926167408e-33 2.632033358160589e-33 1.900823530295255e-33 8.012075300722213e-34 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
1.091376714651273e+19 7.533839229555150e-33 3.585759518844258e-33 2.310740798991392e-33 1.612587478947833e-33 3.931196535776877e-34 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
1.226330684177563e+19 6.490519934052898e-33 3.116740490224428e-33 2.050125061682938e-33 1.258519493572545e-33 1.259354543293035e-34 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
1.377972359833557e+19 5.976546795662744e-33 2.760411527693798e-33 1.772036827396309e-33 8.409135872898598e-34 2.014677066425139e-35 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
1.548365256585498e+19 4.786817517851443e-33 2.414630202762246e-33 1.548392375841209e-33 4.929698450484182e-34 1.446141911404037e-36 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
1.739828052930364e+19 4.130873161240592e-33 2.145931115034610e-33 1.250519161003914e-33 2.095214268404059e-34 1.860250708461653e-40 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
1.954966143091260e+19 3.358894287349116e-33 1.844370738984236e-33 9.218816272819966e-34 6.592391961798855e-35 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
2.196707090793234e+19 2.660272139763562e-33 1.662955804777857e-33 5.412626556817785e-34 9.868419845962035e-36 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
2.468340467068649e+19 2.147004189920930e-33 1.456382531075116e-33 2.342037322940194e-34 9.254001875916659e-37 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
2.773562614198413e+19 2.048495203707099e-33 1.152499967702237e-33 6.833841129198550e-35 2.457144017455868e-39 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
3.116526944929430e+19 1.798529590235802e-33 7.615203195127326e-34 1.025439500478711e-35 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
3.501900461431709e+19 1.592562146318700e-33 3.889221481463463e-34 7.687759141241144e-37 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
3.934927263095847e+19 1.266358413900202e-33 1.513835833016352e-34 1.917636803249715e-39 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
4.421499907374487e+19 8.494826047137556e-34 3.611735038921395e-35 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
4.968239594734385e+19 4.673365370228581e-34 4.946718159395277e-36 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
5.582586268862695e+19 1.952978528818848e-34 3.283080310238310e-37 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
