1.060025848806882e+18 4.090343299691633e-31 2.906985393499131e-30 1.215560228052572e-29 1.265890179455198e-29 3.223939416385066e-30 1.035883930717707e-30 3.047377869422964e-31
1.191103133283007e+18 3.138223634473767e-31 2.244235739188979e-30 9.409684076477768e-30 9.876138249310513e-30 2.554228635322658e-30 8.515042205835143e-31 4.534538283266353e-31
1.338388753173757e+18 2.406414041426060e-31 1.731372176732172e-30 7.361260644026112e-30 7.802967999157591e-30 2.055613071583589e-30 7.006906291040105e-31 2.599010680693242e-31
1.503886946955410e+18 1.847876026017415e-31 1.352571558557837e-30 5.754706933428257e-30 5.954397839436943e-30 1.683222072209944e-30 5.832502661572741e-31 2.431525693379953e-31
1.689849786812457e+18 1.398853769053787e-31 1.011977912983635e-30 4.394275134137433e-30 4.550629810127980e-30 1.197087839126767e-30 4.617772978100851e-31 2.247121146994527e-31
1.898807824465263e+18 1.068438059464172e-31 7.755101858258179e-31 3.346974250809690e-30 3.395801350510459e-30 1.042605949856998e-30 4.176817564587103e-31 1.364934348091643e-31
2.133604526501411e+18 8.188903643689015e-32 5.998387065591745e-31 2.614355003902552e-30 2.574167421469547e-30 8.147369002762600e-31 2.869595403885036e-31 1.529068886331014e-31
2.397434967801077e+18 6.261430547804750e-32 4.599948810847967e-31 1.984826759147987e-30 1.879348975620213e-30 5.930784491500945e-31 2.414478368157841e-31 1.020827121863635e-31
2.693889309590172e+18 4.792716899992607e-32 3.527705444708532e-31 1.497246554916723e-30 1.346501946983241e-30 4.831325485960066e-31 2.033446959448793e-31 8.811353608568628e-32
3.027001653763462e+18 3.677915847190156e-32 2.736022502966507e-31 1.148781758685444e-30 9.591284957820657e-31 3.389425633681908e-31 1.730486395747394e-31 8.019422143147316e-32
3.401304938279252e+18 2.801206361141997e-32 2.081463986801699e-31 8.462477000772879e-31 6.959547878096363e-31 3.176203007298276e-31 1.466051329134419e-31 6.007562976842315e-32
3.821892620633119e+18 2.168279673690416e-32 1.627669182704773e-31 6.460758687584191e-31 4.862342437202071e-31 1.953899065033907e-31 8.817181902383888e-32 4.599629726049000e-32
4.294487988789275e+18 1.646345128742986e-32 1.215016920848606e-31 4.607549910850174e-31 3.542433311249344e-31 1.835226017807256e-31 9.980992910601262e-32 4.441271687658157e-32
4.825522042741278e+18 1.249856430289793e-32 9.076168030627997e-32 3.288430459370022e-31 2.424955381840482e-31 1.219460519474706e-31 5.991103541741160e-32 3.043561307760990e-32
5.422221006501588e+18 9.476038700470100e-33 6.764899642741790e-32 2.350697116309992e-31 1.706572960788257e-31 9.604215035314944e-32 5.701890788015340e-32 2.793483112384745e-32
6.092704661368677e+18 7.213486524206919e-33 5.140468842504626e-32 1.754669727800927e-31 1.217462845803048e-31 7.830127145045047e-32 5.273147414616146e-32 2.331088578484830e-32
6.846096838574658e+18 5.355578425777646e-33 3.634347294563916e-32 1.153833259466230e-31 8.098188044052534e-32 5.787773756522904e-32 4.222923248232427e-32 1.711873792136193e-32
7.692649574879142e+18 4.059495365633632e-33 2.731931330684904e-32 8.336799623885593e-32 5.504598250320364e-32 3.881613863685952e-32 2.987821353022400e-32 1.390858755269863e-32
8.643882620598268e+18 3.045187552954234e-33 1.968930887963343e-32 5.607957580858277e-32 3.923116640263141e-32 3.235155060353455e-32 2.779269083315964e-32 1.143955698109279e-32
9.712740198471170e+18 2.290425679954661e-33 1.443634255662345e-32 3.890351458759172e-32 2.673426753604004e-32 2.420569943225653e-32 2.053619937993629e-32 9.269426263409173e-33
1.091376714651273e+19 1.722781543095237e-33 1.052353553322212e-32 2.625987422484289e-32 1.883071937968413e-32 1.777022025343774e-32 1.578867136044189e-32 7.459910111265004e-33
1.226330684177563e+19 1.299084922078970e-33 7.654978858337214e-33 1.786137789170594e-32 1.305679877075929e-32 1.330948009022374e-32 1.352075917924584e-32 5.920759000653939e-33
1.377972359833557e+19 9.653228704721576e-34 5.373888484410841e-33 1.141596230240439e-32 8.964703092058099e-33 1.005107206288185e-32 1.143311643088969e-32 4.619674461524692e-33
1.548365256585498e+19 7.218346784090326e-34 3.835882364316376e-33 7.735995823024300e-33 6.192142766417105e-33 7.916548195322341e-33 9.093814522540154e-33 3.470202720139738e-33
1.739828052930364e+19 5.321709712873516e-34 2.686791050886816e-33 5.204799768045568e-33 4.220580852107469e-33 5.490077847492225e-33 7.577824661683567e-33 2.479398835644414e-33
1.954966143091260e+19 3.749601373442280e-34 1.803688877341097e-33 3.472033705066910e-33 2.777312694009710e-33 4.135382726164032e-33 6.448091135055519e-33 1.604200063043255e-33
2.196707090793234e+19 2.466964044045821e-34 1.210061800940241e-33 2.336166880394852e-33 1.786660551649279e-33 3.179814661624467e-33 5.495527818518107e-33 8.469230196909712e-34
2.468340467068649e+19 1.676971638825759e-34 8.192017290604482e-34 1.568362189522373e-33 1.226659912960260e-33 2.362395827522209e-33 4.453935350794336e-33 3.233135836702990e-34
2.773562614198413e+19 1.152049208275126e-34 5.362903754707239e-34 1.017129126653847e-33 8.590894989694206e-34 1.774675585181150e-33 3.803882857934572e-33 7.979483053508575e-35
3.116526944929430e+19 8.120268138923327e-35 3.678793848198478e-34 6.970233705821117e-34 6.236933362341729e-34 1.375154675107588e-33 2.947981898621281e-33 1.041598419557698e-35
3.501900461431709e+19 5.696272818427601e-35 2.434902567577954e-34 4.525283893447125e-34 4.582066412315517e-34 1.076896483785345e-33 2.140559682324496e-33 6.061909636848328e-37
