1.060025848806882e+18 2.992814682253613e-01
1.191103133283007e+18 1.600882530049421e-01
1.338388753173757e+18 3.967538948116566e-01
1.503886946955410e+18 5.544258513976625e-01
1.689849786812457e+18 5.332006270807582e-01
1.898807824465263e+18 5.114488018525618e-01
2.133604526501411e+18 3.791898782713122e-01
2.397434967801077e+18 4.168697832310473e-01
2.693889309590172e+18 4.211003773500373e-01
3.027001653763462e+18 4.520321994272447e-01
3.401304938279252e+18 4.483244225941640e-01
3.821892620633119e+18 4.802540613373256e-01
4.294487988789275e+18 4.766832322816454e-01
4.825522042741278e+18 4.606935432844405e-01
5.422221006501588e+18 4.288949071756444e-01
6.092704661368677e+18 4.309126007778679e-01
6.846096838574658e+18 3.568135314564563e-01
7.692649574879142e+18 4.225643342092511e-01
8.643882620598268e+18 4.186479653380836e-01
9.712740198471170e+18 4.522771294400674e-01
1.091376714651273e+19 4.260133781269680e-01
1.226330684177563e+19 3.964813256967598e-01
1.377972359833557e+19 4.035086797144930e-01
1.548365256585498e+19 4.611590515712811e-01
1.739828052930364e+19 4.484949640042544e-01
1.954966143091260e+19 4.409173425039140e-01
2.196707090793234e+19 4.277407648493346e-01
2.468340467068649e+19 3.868856523224027e-01
2.773562614198413e+19 4.539392126860356e-01
3.116526944929430e+19 4.960895918749219e-01
3.501900461431709e+19 4.500883567924676e-01
3.934927263095847e+19 4.388980755245055e-01
4.421499907374487e+19 4.149818847718929e-01
4.968239594734385e+19 4.263336234521607e-01
5.582586268862695e+19 4.233302581201946e-01
6.272899858196243e+19 3.210483287807449e-01
7.048574036451899e+19 2.819244241346624e-01
7.920164050192548e+19 2.869137649897611e-01
8.899530352885229e+19 3.181597231782777e-01
9.999999999999995e+19 3.894928797654373e-01
1.123654800138752e+20 4.025954444494285e-01
1.262600109874856e+20 3.271622543205545e-01
1.418726674116596e+20 3.565965322217178e-01
1.594159037456000e+20 3.831853023477151e-01
1.791284454622004e+20 5.022477468495361e-01
2.012785375849940e+20 4.754029008614108e-01
2.261675949222864e+20 2.225312951315419e-01
2.541343036702636e+20 4.328848364078954e-01
2.855592301990109e+20 1.207829173420099e+00
3.208699997370450e+20 2.471710497913680e+00
3.605471154250506e+20 2.779588766151165e+00
4.051304969235382e+20 2.999674371034456e+00
4.552268275507309e+20 2.984597288092852e+00
5.115178099293145e+20 3.000123171965179e+00
5.747694424835353e+20 nan
6.458424430196978e+20 nan
7.257039612324217e+20 nan
8.154407395185162e+20 nan
9.162739011886741e+20 nan
1.029575567312513e+21 nan
1.156887528316282e+21 nan
1.299942224413246e+21 nan
1.460686320364989e+21 nan
1.641307195375130e+21 nan
1.844262708585535e+21 nan
2.072314645219030e+21 nan
2.328566298498196e+21 nan
2.616504698748821e+21 nan
2.940048064334710e+21 nan
3.303599120128339e+21 nan
3.712105009066361e+21 nan
4.171124612056520e+21 nan
4.686904192314192e+21 nan
5.266462393484281e+21 nan
5.917685748188824e+21 nan
6.649435996665046e+21 nan
7.471670675868082e+21 nan
8.395578619995113e+21 nan
9.433732216299773e+21 nan
