1.060025848806882e+00 1.578772282807105e-14 4.999637377405943e-14 1.332221503377827e-13 4.494708715227405e-13 1.227362456572392e-12 4.511689096872487e-12 2.271458934111281e-11
1.191103133283007e+00 1.407320911878728e-14 4.453192519393916e-14 1.187937914106425e-13 4.015909692987542e-13 1.105518443119908e-12 4.279436861567761e-12 1.996231009557818e-11
1.338388753173757e+00 1.254359700099468e-14 3.974280929582217e-14 1.059863224181906e-13 3.596314218516089e-13 9.929407167858861e-13 3.949799172661384e-12 1.677153242912603e-11
1.503886946955410e+00 1.118200785489331e-14 3.541094649696705e-14 9.471496599188348e-14 3.217006395905171e-13 8.929240309717660e-13 3.992880772459190e-12 1.407940923992615e-11
1.689849786812457e+00 9.966087476146872e-15 3.154636375777838e-14 8.446446719952025e-14 2.871941702966564e-13 8.204050504145944e-13 3.576916648283608e-12 1.052131771978477e-11
1.898807824465263e+00 8.882074252137581e-15 2.816034638032577e-14 7.536721536885009e-14 2.589731884828808e-13 7.592285363125381e-13 3.385603083271646e-12 9.165826931829436e-12
2.133604526501411e+00 7.915239973886231e-15 2.509882748188768e-14 6.716639279824240e-14 2.312521383106461e-13 7.139911162593918e-13 3.117752805049159e-12 7.158591978500759e-12
2.397434967801077e+00 7.052635923055422e-15 2.237486175686616e-14 5.998207058367021e-14 2.085870430939623e-13 6.625486317090044e-13 2.971352801738362e-12 4.889023305522907e-12
2.693889309590172e+00 6.290419816256155e-15 1.994374990193624e-14 5.361023541404730e-14 1.896038395630685e-13 6.167905599913766e-13 2.626348483657426e-12 4.362316204968188e-12
3.027001653763462e+00 5.605395456863373e-15 1.778987613391901e-14 4.784988546439488e-14 1.703698927256997e-13 5.636644799655080e-13 2.421322012738536e-12 2.919778738091876e-12
3.401304938279252e+00 4.992119426801886e-15 1.588659749252809e-14 4.281141396376982e-14 1.547642870316106e-13 5.248757568300482e-13 2.287505649649471e-12 2.508905814566589e-12
3.821892620633119e+00 4.454638154522464e-15 1.415457060033207e-14 3.845116069311326e-14 1.424210643293079e-13 4.935491023295885e-13 1.834852101645835e-12 1.418191168249891e-12
4.294487988789275e+00 3.974448121791194e-15 1.265734589137764e-14 3.471640750493775e-14 1.337079055808048e-13 4.864855013702654e-13 1.771053705355525e-12 1.303167987935335e-12
4.825522042741277e+00 3.547195046532940e-15 1.145455073403800e-14 3.279085655945111e-14 1.325070555062710e-13 4.694539666760737e-13 1.291833201243105e-12 8.175677476144790e-13
5.422221006501588e+00 3.178019322948084e-15 1.048491150400655e-14 3.191318224199124e-14 1.377786668815105e-13 4.421092300372021e-13 1.117264246599796e-12 6.443175865864635e-13
6.092704661368677e+00 2.875756020875659e-15 9.800510577028507e-15 3.212314972172437e-14 1.390443315704562e-13 4.222161567059066e-13 9.100480028237757e-13 5.385230429153841e-13
6.846096838574658e+00 2.599670335149252e-15 9.405379177597227e-15 3.257259460984124e-14 1.341168762900987e-13 3.471410322110276e-13 6.873033504557536e-13 3.580058659081564e-13
7.692649574879142e+00 2.393874169629256e-15 9.321517940413349e-15 3.233638695574088e-14 1.224144253587155e-13 2.887112153911470e-13 6.099759389373407e-13 3.106916783446290e-13
8.643882620598268e+00 2.227667445994348e-15 9.174096545627124e-15 3.134090547413619e-14 1.092738313314189e-13 2.716785819280784e-13 4.795054588932091e-13 2.295437361949400e-13
9.712740198471170e+00 2.091001695776592e-15 8.872015208151552e-15 2.876531504537466e-14 9.705880903572632e-14 2.159361313934979e-13 3.763060770493958e-13 1.931918591054088e-13
1.091376714651273e+01 1.961185692514674e-15 8.500228698839379e-15 2.594119180658312e-14 9.006030258133903e-14 1.851722735173395e-13 3.317736282288053e-13 1.619337459573883e-13
1.226330684177563e+01 1.839435243345016e-15 7.937443342152871e-15 2.333973337594681e-14 7.426934528866911e-14 1.648244766320374e-13 2.734883678971207e-13 1.455197754949012e-13
1.377972359833557e+01 1.726317607904509e-15 7.284192129736861e-15 2.068410572809063e-14 6.512437981801115e-14 1.399049915567002e-13 2.166641139769217e-13 1.062471078380059e-13
1.548365256585498e+01 1.599098571540801e-15 6.666888031483156e-15 1.828715270369634e-14 5.977721769743888e-14 1.067832340802222e-13 1.783706033324899e-13 8.101102135369443e-14
1.739828052930364e+01 1.468300255616732e-15 6.005490684624767e-15 1.618615903484295e-14 4.771471516643291e-14 8.571822533064316e-14 1.593747838554699e-13 6.695234910288807e-14
1.954966143091260e+01 1.355265210823569e-15 5.359948316559232e-15 1.398593804266948e-14 3.943477167163486e-14 6.486491048844486e-14 1.469778645196733e-13 4.547674328503968e-14
2.196707090793234e+01 1.231810907779820e-15 4.743943759162366e-15 1.166369707174817e-14 3.036555909546990e-14 5.045380003026786e-14 1.401319145893276e-13 2.506148019256301e-14
2.468340467068649e+01 1.110230540455187e-15 4.123354468027960e-15 9.298198879399771e-15 2.384057003801367e-14 4.349507185651487e-14 1.317737737700375e-13 1.038155329599702e-14
2.773562614198413e+01 9.884608833509967e-16 3.450487549371778e-15 7.175110416818865e-15 1.839179296509448e-14 3.873813441369181e-14 1.182601091675284e-13 2.590412174032536e-15
3.116526944929430e+01 8.670996422641149e-16 2.784776052094279e-15 5.512358605128329e-15 1.459572171399552e-14 3.553555484891846e-14 1.000178674866378e-13 3.750641964488836e-16
3.501900461431709e+01 7.444807163214367e-16 2.205546130055617e-15 4.327991543820772e-15 1.280525748842836e-14 3.355947831432891e-14 8.352322783237372e-14 2.784959691151469e-17
