1.060025848806882e+18 1.017391938264234e+15
1.191103133283007e+18 8.278327183558092e+14
1.338388753173757e+18 6.597873229794654e+14
1.503886946955410e+18 5.202674595021339e+14
1.689849786812457e+18 4.100960299105156e+14
1.898807824465263e+18 3.115990382116522e+14
2.133604526501411e+18 2.534933793600762e+14
2.397434967801077e+18 1.944001269662254e+14
2.693889309590172e+18 1.587728257914983e+14
3.027001653763462e+18 1.297906591891776e+14
3.401304938279252e+18 1.100822183480306e+14
3.821892620633119e+18 9.685748463571645e+13
4.294487988789275e+18 9.038143051037105e+13
4.825522042741278e+18 8.284736500128364e+13
5.422221006501588e+18 7.675373523290656e+13
6.092704661368677e+18 7.026518264348705e+13
6.846096838574658e+18 6.203586704876506e+13
7.692649574879142e+18 5.709560740425966e+13
8.643882620598268e+18 5.574841681738640e+13
9.712740198471170e+18 5.799050677769652e+13
1.091376714651273e+19 6.360610130515825e+13
1.226330684177563e+19 6.964916841587659e+13
1.377972359833557e+19 7.848979437741830e+13
1.548365256585498e+19 8.552797619041686e+13
1.739828052930364e+19 9.526099582576564e+13
1.954966143091260e+19 9.800786837733469e+13
2.196707090793234e+19 9.120984975560944e+13
2.468340467068649e+19 8.032067214534728e+13
2.773562614198413e+19 7.407285680870525e+13
3.116526944929430e+19 7.416500429379530e+13
3.501900461431709e+19 7.988258781907208e+13
3.934927263095847e+19 9.065240733995122e+13
4.421499907374487e+19 9.659735337108108e+13
4.968239594734385e+19 8.604330287580770e+13
5.582586268862695e+19 7.503712276334284e+13
6.272899858196243e+19 6.998189348673491e+13
7.048574036451899e+19 6.664248497357063e+13
7.920164050192548e+19 3.348427877239148e+13
8.899530352885229e+19 1.541783112835646e+13
9.999999999999995e+19 3.257572732498984e+12
1.123654800138752e+20 1.333309660897049e+11
1.262600109874856e+20 5.661677255911144e-52
1.418726674116596e+20 8.612789858791006e-61
1.594159037456000e+20 4.786761403720717e-30
1.791284454622004e+20 9.075568119050884e-82
2.012785375849940e+20 1.670939979336986e-41
2.261675949222864e+20 2.819441770687989e-48
2.541343036702636e+20 5.715321438295004e-56
2.855592301990109e+20 4.310945022653990e-141
3.208699997370450e+20 3.198880160923363e-74
3.605471154250506e+20 0.000000000000000e+00
4.051304969235382e+20 0.000000000000000e+00
4.552268275507309e+20 0.000000000000000e+00
5.115178099293145e+20 0.000000000000000e+00
5.747694424835353e+20 0.000000000000000e+00
6.458424430196978e+20 0.000000000000000e+00
7.257039612324217e+20 0.000000000000000e+00
8.154407395185162e+20 0.000000000000000e+00
9.162739011886741e+20 0.000000000000000e+00
1.029575567312513e+21 0.000000000000000e+00
1.156887528316282e+21 0.000000000000000e+00
1.299942224413246e+21 0.000000000000000e+00
1.460686320364989e+21 0.000000000000000e+00
1.641307195375130e+21 0.000000000000000e+00
1.844262708585535e+21 0.000000000000000e+00
2.072314645219030e+21 0.000000000000000e+00
2.328566298498196e+21 0.000000000000000e+00
2.616504698748821e+21 0.000000000000000e+00
2.940048064334710e+21 0.000000000000000e+00
3.303599120128339e+21 0.000000000000000e+00
3.712105009066361e+21 0.000000000000000e+00
4.171124612056520e+21 0.000000000000000e+00
4.686904192314192e+21 0.000000000000000e+00
5.266462393484281e+21 0.000000000000000e+00
5.917685748188824e+21 0.000000000000000e+00
6.649435996665046e+21 0.000000000000000e+00
7.471670675868082e+21 0.000000000000000e+00
8.395578619995113e+21 0.000000000000000e+00
9.433732216299773e+21 0.000000000000000e+00
