1.060025848806882e+18 2.504069222320157e-30 1.133270598113054e-30 5.700793352954735e-31 3.095789296378552e-31 1.822694111954114e-31 1.159542098322109e-31 7.874234808199871e-32 5.577579355165703e-32 4.040762584449027e-32 2.970543871040190e-32 2.217380160585285e-32 1.683783795204113e-32 1.298666208674575e-32 1.012268069714160e-32 7.926388986895221e-33 6.205414990119737e-33 4.844401183961904e-33 3.769963142932253e-33 2.928071984512038e-33 2.275267444643295e-33 1.773731325762730e-33 1.390540824165298e-33 1.099653633956992e-33 8.770242118862751e-34 7.046712661765267e-34 5.679043691715921e-34 4.536162561999555e-34 3.540017939751437e-34 2.649344657669480e-34 1.833754626245221e-34 9.053543774280318e-35 4.272818571727860e-35 1.294823503854802e-35 1.229179834551070e-36 2.667541154028877e-39 3.658142658984538e-39 5.051962377735709e-39 4.316137857385468e-39
1.191103133283007e+18 1.858441231922019e-30 8.498924700262835e-31 4.462662674847223e-31 2.515481751805481e-31 1.524868434645019e-31 9.715189327853130e-32 6.395428336223038e-32 4.338925212082490e-32 3.041866478190047e-32 2.203252304624146e-32 1.640362193376707e-32 1.246125905806116e-32 9.603517794262803e-33 7.491097266655266e-33 5.917107320740393e-33 4.737449802112456e-33 3.840911081027430e-33 3.141370915523881e-33 2.573866089131604e-33 2.094377767541338e-33 1.675846043512851e-33 1.304840030256621e-33 9.807502462066701e-34 7.053493963191450e-34 4.845807620904756e-34 3.215394880526086e-34 2.101517874540969e-34 1.432259261928286e-34 1.091637216882615e-34 8.786890750623342e-35 4.301673601834085e-35 3.437773213991795e-35 1.924931630760364e-35 2.994229377257786e-36 5.716342614640687e-171 5.502402853229995e-179 3.144067781319271e-187 1.066484078980492e-195
1.338388753173757e+18 1.365635053546395e-30 6.015210555159991e-31 3.171358757148385e-31 1.789104030341197e-31 1.070026059956321e-31 6.754610701582315e-32 4.501560764942636e-32 3.149355703680236e-32 2.283942207384554e-32 1.693874555884060e-32 1.272776368748140e-32 9.655156341576006e-33 7.398492298511609e-33 5.735390845332631e-33 4.498836625985819e-33 3.564082213457067e-33 2.842270498703745e-33 2.274874665508502e-33 1.822331999476903e-33 1.459228281818580e-33 1.167042198254380e-33 9.308024161358615e-34 7.408643765346269e-34 5.836369710444475e-34 4.507649772413423e-34 3.348720296127357e-34 1.988814746556754e-34 7.247442244604291e-35 2.507612703269302e-35 3.291133401552421e-36 2.990313257811508e-37 4.092262359257873e-37 5.435026039723474e-37 2.849039523147462e-37 7.111753693128283e-121 6.285595754242557e-126 3.996561793724337e-131 1.828161033916967e-136
1.503886946955410e+18 1.046579227432475e-30 4.864388058799064e-31 2.671310062270213e-31 1.515993775313813e-31 9.115557841206935e-32 5.816256088922770e-32 3.861432172902790e-32 2.624394434897732e-32 1.817037256413556e-32 1.284294457435735e-32 9.302441409088631e-33 6.921845511076676e-33 5.286584187171461e-33 4.126590343761599e-33 3.270913233481811e-33 2.612252469264940e-33 2.082928719338990e-33 1.642542481801414e-33 1.265549732353302e-33 9.396531132678196e-34 6.607100920960042e-34 4.294245913609343e-34 2.557508345311217e-34 1.325867916512912e-34 6.553721288789171e-35 4.876648322463358e-35 4.435465087640162e-35 4.085118353925951e-35 2.883091149610596e-35 7.301276212895026e-36 6.532395827745545e-41 1.009288155127159e-40 1.800701537076579e-40 1.749459476750621e-40 3.242067649044769e-89 2.121822851405395e-92 1.127772232951617e-95 4.868306526794558e-99
1.689849786812457e+18 7.743449229405866e-31 3.435118798689066e-31 1.938240130196480e-31 1.142339044382157e-31 6.878961548760353e-32 4.223009876011293e-32 2.688669778335984e-32 1.803046791165337e-32 1.276066293323266e-32 9.456004755540963e-33 7.252561915082040e-33 5.688883455631286e-33 4.511348599515485e-33 3.578278325874913e-33 2.811002337110838e-33 2.166511793772302e-33 1.623662556111367e-33 1.178958092487895e-33 8.336893444562822e-34 5.887702331007696e-34 4.301104317325491e-34 3.189864403218772e-34 2.468783396599882e-34 1.616804223073524e-34 7.488874911657878e-35 2.266207691988330e-35 2.845336887397973e-36 2.340637844931111e-36 3.038492729585822e-36 2.165910482046086e-36 2.548822241226835e-42 3.893399113590983e-115 2.512051767359911e-120 1.119981570177339e-125 1.732404983405088e-143 7.470745825291640e-150 2.128628281830001e-156 4.007509227552480e-163
1.898807824465263e+18 5.566434385499480e-31 2.384601772648491e-31 1.326202025796622e-31 7.828819806747726e-32 4.945335120621184e-32 3.330981642894464e-32 2.340350403785072e-32 1.683479047471898e-32 1.230465995628492e-32 9.122516296674680e-33 6.850325952585257e-33 5.194845516249371e-33 3.958819037546881e-33 3.011411015104394e-33 2.270197999899857e-33 1.686049574326712e-33 1.229245117546570e-33 8.817495339227241e-34 6.103018582801762e-34 4.021241729034141e-34 2.429697350262195e-34 7.404805907952525e-35 4.323195542401065e-35 3.606550536461996e-35 3.391435571133164e-35 2.171855148054801e-35 2.350145638092691e-36 2.146807076298849e-38 3.697336245938293e-38 5.228618557936258e-38 3.529867443724959e-43 3.167814655857145e-99 2.402605290836839e-103 1.358082883193569e-107 1.253193060875623e-120 1.107612175924660e-125 7.042515423580249e-131 3.221482099530050e-136
2.133604526501411e+18 4.299391274470729e-31 1.916949684705005e-31 1.158570033738402e-31 7.156137192064392e-32 4.407959276894031e-32 2.738387261359887e-32 1.746516039972963e-32 1.160118055015926e-32 8.069119841649902e-33 5.846054479769631e-33 4.353468107577189e-33 3.279383082761203e-33 2.462036600544906e-33 1.824817910429791e-33 1.334701720292864e-33 9.674953099672079e-34 6.817997518615247e-34 4.645002555738245e-34 2.943272286587850e-34 1.958399546453485e-34 1.509109361925472e-34 9.746753687462124e-35 3.649403420063507e-35 6.720749479878685e-36 6.521645788653902e-36 7.374502071239076e-36 2.015177237238566e-36 4.474743961042500e-42 9.407953756188684e-42 2.625671410236939e-41 1.238873232440260e-45 2.337725143248077e-80 2.857190238277412e-83 2.835571567544811e-86 2.285195385547713e-89 1.495582546036636e-92 7.949186080214148e-96 3.431461898625345e-99
2.397434967801077e+18 3.028540321445165e-31 1.201755195621484e-31 6.445531690281881e-32 3.730041497367669e-32 2.373407075527647e-32 1.628022319813525e-32 1.160276266443790e-32 8.416241937082050e-33 6.175333002891881e-33 4.580424876565245e-33 3.427650289652535e-33 2.570477391191207e-33 1.905545979029278e-33 1.366947307672209e-33 9.236626837757391e-34 5.941889784272410e-34 3.419948571704387e-34 2.136922964046576e-34 1.398723438831586e-34 6.774264317404288e-35 3.304513897050957e-35 3.115387267893195e-35 2.443670575835870e-35 3.436905387405001e-36 3.014721531132579e-37 5.186216765733849e-37 3.201752677956850e-37 5.411084778564146e-74 7.401736708644085e-77 8.013694708382680e-80 6.867824531884804e-83 4.659358439724095e-86 2.502553649657190e-89 1.062915782130753e-92 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
2.693889309590172e+18 2.265841022661806e-31 9.323018150013776e-32 5.767555206455016e-32 3.817107632051131e-32 2.536828493046908e-32 1.689093583220523e-32 1.140935094542562e-32 7.874187051948460e-33 5.514344236419898e-33 3.847096728273185e-33 2.612852092354801e-33 1.714523751829585e-33 1.102969422091352e-33 6.897935520758709e-34 4.498834642637852e-34 3.043292450429801e-34 1.939402994882951e-34 1.115471333083856e-34 8.345337403540080e-35 5.635634639480128e-35 1.382137909365784e-35 5.563997738648647e-36 7.451696119286450e-36 2.621231836749492e-36 1.246363485055940e-39 2.930203500906304e-39 3.964442346768209e-39 6.693772878273402e-79 4.077220994001496e-82 1.910692859876886e-85 5.899469952694931e-90 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
3.027001653763462e+18 1.613425788308506e-31 6.235932480019417e-32 3.490396891134394e-32 2.052104664033071e-32 1.286381328786668e-32 8.814519693852674e-33 6.491092478635196e-33 4.914935670091367e-33 3.676171533892801e-33 2.629712724701329e-33 1.771449125446097e-33 1.140906291006560e-33 7.084315217218124e-34 4.119973678315083e-34 2.547119759942460e-34 1.578525133000762e-34 1.185733708762422e-34 6.457796476634810e-35 2.665136751936100e-35 2.704734263695060e-35 1.176659113614678e-35 3.346373657494614e-37 6.578932848944320e-37 5.344790795631273e-37 6.908046558600450e-44 2.159537392571005e-43 8.675360575098281e-43 1.787143047143129e-78 1.088560559744137e-81 5.101280730453366e-85 1.575075357298226e-89 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
