1.060025848806882e+18 9.771465893160901e-31 2.338423550964787e-31 8.001982513105539e-32 3.353519933035342e-32 1.663647774971380e-32 8.339185811842624e-33 4.149964782850687e-33 2.161936092535400e-33 1.097631319573454e-33 3.226496198154399e-34 1.415565009943158e-35 1.238428741107344e-38
1.191103133283007e+18 8.115305344516422e-31 2.041221344970541e-31 6.866365522345100e-32 2.924458699181340e-32 1.420018481520014e-32 7.834081258424360e-33 4.402604221118555e-33 2.062863435804831e-33 8.088154515162501e-34 2.367201766213412e-34 2.219721205191856e-35 3.871623211794086e-126
1.338388753173757e+18 5.864188706486547e-31 1.462517981113188e-31 5.344799844629984e-32 2.303483516296576e-32 1.092669683190720e-32 5.526368383496041e-33 2.804494917707069e-33 1.347510136305340e-33 2.937632911930700e-34 4.029974329031809e-36 8.337573451212655e-37 1.116253025461307e-107
1.503886946955410e+18 4.656788153000118e-31 1.222065071972354e-31 3.945038052139391e-32 1.604505730443798e-32 7.934348779055900e-33 3.891416676794560e-33 1.374313058207704e-33 2.515639446337279e-34 1.141811142708462e-34 7.279490440122448e-36 1.215058042112312e-40 4.802201490764891e-81
1.689849786812457e+18 3.555062025373223e-31 8.542327294273010e-32 2.919764656145194e-32 1.345805820855011e-32 6.771307795391492e-33 3.178244948363927e-33 1.387853590345649e-33 3.051230586975224e-34 8.233265760369756e-36 2.165026257124191e-36 1.956614527794446e-89 8.840907083177317e-108
1.898807824465263e+18 2.587345047924809e-31 7.841862218200240e-32 2.913888421060723e-32 1.251670576533010e-32 5.333447518962335e-33 1.936112563629474e-33 3.703088756864815e-34 9.210607768498072e-35 2.401540516339062e-36 5.504788478767704e-38 1.515874523826816e-78 4.464962879738758e-93
2.133604526501411e+18 2.036728858095761e-31 5.076463197105963e-32 1.694563292768462e-32 7.559439646994704e-33 3.505483121340482e-33 1.089413552984429e-33 2.742271034469801e-34 2.067354967263322e-35 2.015231572555397e-36 1.563025184050610e-41 8.410455950554216e-84 3.973607267274074e-93
2.397434967801077e+18 1.324464674789294e-31 4.015022610711157e-32 1.484868757531304e-32 5.907267126355831e-33 1.862523350054540e-33 4.227846276199829e-34 8.937350424507666e-35 4.303739194632243e-36 3.271892343823089e-37 9.809848477258636e-80 2.758267771260611e-89 0.000000000000000e+00
2.693889309590172e+18 1.120642287776284e-31 3.216948204669678e-32 1.164025284818703e-32 4.120508820351658e-33 1.006224273741976e-33 2.517638435707696e-34 2.693952544680141e-35 2.632943696706032e-36 4.272732827961916e-39 4.046362995770661e-71 1.068468719885098e-78 2.174999749865663e-219
3.027001653763462e+18 6.825507337813649e-32 2.068884021849414e-32 8.147268693838227e-33 2.280098898283095e-33 5.436141323578134e-34 1.204156376804814e-34 1.276151992307039e-35 5.353208265675210e-37 1.170514485415285e-42 9.785244468586986e-86 1.205351795071730e-157 3.978181260687482e-181
3.401304938279252e+18 6.151869475456349e-32 1.925841246733420e-32 4.367432778268006e-33 1.026416651317587e-33 2.799261949887786e-34 3.957893951863121e-35 4.315099997022797e-36 7.630865757048287e-38 1.448833132431852e-64 1.452697479628860e-136 5.363532443072785e-158 1.770197243938374e-181
3.821892620633119e+18 3.259490476077680e-32 8.468329801663719e-33 2.901374117938085e-33 7.878301806853371e-34 1.374339942493068e-34 3.115282195837746e-35 2.146893224398682e-36 5.099211041796122e-40 2.293662059784504e-108 1.230532158822514e-125 9.831554073408537e-145 0.000000000000000e+00
4.294487988789275e+18 2.655534274986152e-32 6.719353057124300e-33 1.854736400263956e-33 3.544540574066380e-34 8.581768233176751e-35 6.516624348910566e-36 1.593247249623297e-37 2.889795694120190e-42 1.563168974592907e-100 6.406665618201853e-116 0.000000000000000e+00 0.000000000000000e+00
4.825522042741278e+18 1.754638058875424e-32 4.677556320133030e-33 1.054366660628781e-33 3.223050292729750e-34 2.636119336902544e-35 2.911832301942865e-36 1.359645258963158e-38 3.409554824766274e-93 1.230326779253845e-108 6.084109527280293e-163 0.000000000000000e+00 0.000000000000000e+00
5.422221006501588e+18 1.014107396170777e-32 2.159552243575277e-33 6.748696476708092e-34 9.505127677830661e-35 1.180794514519686e-35 2.287834095090411e-37 4.351682555201727e-40 3.034344102425901e-93 1.094933051593712e-108 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
6.092704661368677e+18 7.666914006046284e-33 1.512348037028525e-33 3.425216650417027e-34 6.717819142131176e-35 6.321394210645540e-36 2.492932373033622e-38 3.875465244018465e-43 8.474606692324323e-87 8.785769899710398e-268 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
6.846096838574658e+18 4.553723677620565e-33 1.282498079228386e-33 2.347412098165470e-34 2.194988944318507e-35 2.942288630108613e-36 1.362846969744914e-39 7.649230488122414e-71 1.570151879394806e-138 7.818922589593810e-268 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
7.692649574879142e+18 2.593834134221364e-33 5.056492951421354e-34 8.444704294572712e-35 8.233702869449103e-36 4.514051312808125e-37 2.527092048391962e-41 4.815340215928212e-124 1.795897226746063e-241 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
8.643882620598268e+18 1.779072693220735e-33 2.467311063289991e-34 4.172004459131604e-35 3.975086533642658e-36 1.135837862214279e-37 1.260242474748935e-43 1.957867235427798e-212 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
9.712740198471170e+18 1.065451400935502e-33 1.475603772143392e-34 1.987435000431172e-35 2.299863134842469e-36 1.962158153337902e-38 1.846468050601156e-53 2.086008866378645e-258 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
1.091376714651273e+19 6.200379494707909e-34 7.493849735353149e-35 7.735378768480542e-36 4.264389109716953e-37 1.897736954230839e-39 2.280254670427188e-151 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
1.226330684177563e+19 3.317523911834295e-34 3.774301852374032e-35 3.025678005815412e-36 1.021113521118963e-37 8.859064858719879e-41 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
1.377972359833557e+19 1.725974136154371e-34 1.752372828366742e-35 1.047747281679603e-36 1.954615345756126e-38 1.788590780510775e-42 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
