1.060025848806882e+18 2.079613741065432e-30 9.528317745860445e-31 5.133758172614520e-31 2.904170981168124e-31 1.733536739378223e-31 1.098464786618417e-31 7.332685682698820e-32 5.066901960763192e-32 3.571261589699632e-32 2.558280060668366e-32 1.872440862853045e-32 1.408221503828255e-32 1.087878472893207e-32 8.574199561889224e-33 6.830777690627928e-33 5.456654928804297e-33 4.349045130389146e-33 3.452182027906007e-33 2.730316834678638e-33 2.156686958896838e-33 1.706772447571748e-33 1.356649942737445e-33 1.086542388019112e-33 8.760243749599170e-34 7.099136059487192e-34 5.759981091827956e-34 4.623222518118496e-34 3.624534489240663e-34 2.728556046209408e-34 1.905528898835052e-34 8.969934988302096e-35 4.239750573746089e-35 1.291764620333274e-35 1.235362135177259e-36 2.641758832217098e-39 3.585918065207502e-39 4.852899407163344e-39 3.945469938702681e-39
1.191103133283007e+18 1.586759628414967e-30 7.338198955531981e-31 4.134516370520269e-31 2.460218330823679e-31 1.520570643172697e-31 9.703015030421797e-32 6.380371218371605e-32 4.328827200913121e-32 3.035496963456946e-32 2.197493749717060e-32 1.633374809241933e-32 1.237250978020746e-32 9.497306449770344e-33 7.374770760298065e-33 5.801431611300050e-33 4.634790371743579e-33 3.763962832114707e-33 3.101815246420238e-33 2.580407682570017e-33 2.151858340937791e-33 1.783843697767309e-33 1.456266331994961e-33 1.162494185361437e-33 8.995445115878894e-34 6.729644049115976e-34 4.903545155340754e-34 3.518058161576322e-34 2.574723029102469e-34 1.995372641117810e-34 1.584515839325689e-34 4.385814199930746e-35 3.441046703034112e-35 1.920945072649350e-35 2.987761326274814e-36 4.630269429473957e-121 3.871599959357870e-126 2.325233421154512e-131 1.003117912691461e-136
1.338388753173757e+18 1.175900615395211e-30 5.380269619128204e-31 3.020808215961290e-31 1.769183240075400e-31 1.074197250451185e-31 6.835974038507808e-32 4.579023113077702e-32 3.210182659543552e-32 2.327850454410001e-32 1.724120456677571e-32 1.292828933688427e-32 9.782451628470333e-33 7.474902678722302e-33 5.777480853904405e-33 4.518245512141693e-33 3.569283799833474e-33 2.839167520094887e-33 2.267180535399882e-33 1.811905834274616e-33 1.447282028066562e-33 1.154847948747541e-33 9.190928464651523e-34 7.305541132325820e-34 5.745568152232637e-34 4.430607432727567e-34 3.298923685355284e-34 1.965727509008745e-34 7.211497474482970e-35 2.507558308039430e-35 3.311267622898763e-36 3.038086273528413e-37 4.148980787638094e-37 5.487259437225517e-37 2.850314013985840e-37 1.198413653864594e-103 1.116173104611223e-107 7.991645122694663e-112 4.398842780130963e-116
1.503886946955410e+18 8.876553696456958e-31 4.007739170363571e-31 2.332995785119486e-31 1.425716647492831e-31 8.980757204149312e-32 5.803309263402854e-32 3.833012565191017e-32 2.584328891127533e-32 1.780073969754644e-32 1.255479642183303e-32 9.094844404103360e-33 6.779457493360343e-33 5.194150909303138e-33 4.071448899362225e-33 3.242879195589713e-33 2.603634723144651e-33 2.087834860493463e-33 1.655533394430724e-33 1.281358546036862e-33 9.545247527255234e-34 6.728619120058408e-34 4.385315080066883e-34 2.629192942150674e-34 1.365175289816368e-34 6.592918188330521e-35 4.911729741131455e-35 4.450806862319621e-35 4.089502576227866e-35 2.877801988522617e-35 7.279451488067205e-36 1.549610210602477e-41 2.345598515498916e-41 4.852642116767077e-41 7.297938304406942e-41 1.655973463215313e-78 4.790442141279760e-81 1.173500514890343e-83 2.434433622331410e-86
1.689849786812457e+18 6.750987620665480e-31 3.045734849356009e-31 1.804257573585029e-31 1.089570338519714e-31 6.612341132862087e-32 4.102449963906183e-32 2.647912745852615e-32 1.791964584453374e-32 1.269880252901075e-32 9.366418550966807e-33 7.132425483657585e-33 5.558070705801634e-33 4.396060492507799e-33 3.503927007036670e-33 2.797248389251919e-33 2.223956240870573e-33 1.750103168327046e-33 1.357765832265927e-33 1.036291594317651e-33 7.841873538413359e-34 5.962831709920694e-34 4.484589184798075e-34 3.431114194530790e-34 2.083303806358016e-34 7.434247673102790e-35 2.245019676949679e-35 2.845761301061781e-36 2.345957140863214e-36 3.041547317992970e-36 2.165023760698303e-36 2.496462457362400e-42 3.774694749905580e-86 1.955813714450091e-89 8.005088929665799e-93 9.491632738598259e-104 8.840274096933618e-108 6.329514040266290e-112 3.483955644964231e-116
1.898807824465263e+18 5.057602597599833e-31 2.139013017796495e-31 1.263464622352892e-31 7.975693916270373e-32 5.263110338127656e-32 3.585553118874329e-32 2.492680294579139e-32 1.763628803755241e-32 1.272869529084472e-32 9.377707006451154e-33 7.032481906909547e-33 5.338643566815124e-33 4.074934978838515e-33 3.103127209757959e-33 2.338779546886153e-33 1.733883021243806e-33 1.260785079463373e-33 9.025547454731883e-34 6.233785874773500e-34 4.101795432379223e-34 2.485352468963567e-34 7.768412131871548e-35 4.408942193641969e-35 3.633043383733302e-35 3.406748546506782e-35 2.170815838006111e-35 2.338751852612719e-36 2.314129720096704e-38 3.964736558445131e-38 5.504752994341450e-38 3.548471672779771e-43 6.119873397493102e-76 1.512780625689521e-78 3.090454500504559e-81 7.061652740247554e-90 4.462673794690968e-93 2.288133164295054e-96 9.518834923944126e-100
2.133604526501411e+18 3.977353554778691e-31 1.683933063677206e-31 1.017100683435257e-31 6.301420493619650e-32 3.894861251908031e-32 2.438761752903948e-32 1.576172485872881e-32 1.061528952647451e-32 7.448553318747208e-33 5.422004287113006e-33 4.075075279505734e-33 3.143720357364653e-33 2.468110389190388e-33 1.947608802467090e-33 1.520300261205133e-33 1.154231290491128e-33 8.309515248561911e-34 5.698241319499523e-34 3.330112611417693e-34 1.865795154219519e-34 1.443029478465779e-34 9.413166595018139e-35 3.579248965014366e-35 6.728430929841049e-36 6.555155073140319e-36 7.389963667721705e-36 2.015223645313175e-36 2.544342662846403e-42 5.381747917732698e-42 1.562902756525066e-41 1.224275254310919e-45 7.098583516813412e-81 8.402381753653002e-84 8.067912361934871e-87 6.284539290336640e-90 3.971570089087760e-93 2.036331054708715e-96 8.471316032974473e-100
2.397434967801077e+18 2.957543944433779e-31 1.154673986608500e-31 6.557164722466404e-32 4.040237539525845e-32 2.647244492170962e-32 1.819576164388007e-32 1.282244489603859e-32 9.132019537383570e-33 6.560074650683041e-33 4.771039563645374e-33 3.517574023454685e-33 2.612166258699075e-33 1.923487399204875e-33 1.371613130566452e-33 9.251987273160514e-34 5.942536287462413e-34 3.430709316336400e-34 2.147843138302174e-34 1.401257743193400e-34 6.787453947096085e-35 3.338226674016262e-35 3.142048986314435e-35 2.457074764253744e-35 3.451937245590328e-36 3.142399615494412e-37 5.375619833761139e-37 3.271892343818716e-37 7.056953076772095e-74 9.353513189574676e-77 9.801721636162294e-80 8.121519856638692e-83 5.321239665505755e-86 2.757138852941646e-89 1.128489129347340e-92 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00 0.000000000000000e+00
2.693889309590172e+18 2.264732105463416e-31 9.064427284331998e-32 5.433199499441537e-32 3.494824179463930e-32 2.278399205125011e-32 1.500186223652085e-32 1.010861662671441e-32 7.059003132434938e-33 5.107222482344146e-33 3.769767640661361e-33 2.763262668746722e-33 1.957477829716700e-33 1.320692639994461e-33 8.423383777871326e-34 5.075129594205548e-34 3.048614264831680e-34 1.938499466656344e-34 1.118184739556401e-34 8.369736403538747e-35 5.624800557942094e-35 1.380390803132891e-35 5.625772599337225e-36 7.509844816020924e-36 2.628375428157021e-36 1.367196517107641e-39 3.201072030005002e-39 4.272732827961559e-39 1.784729272276434e-66 9.313937152799184e-69 4.031841290604942e-71 1.447856934719168e-73 4.313581851411496e-76 1.066287969271804e-78 2.178323345385270e-81 3.026394468878600e-209 2.174999749783765e-219 8.083226508140823e-230 1.553530508353981e-240
3.027001653763462e+18 1.662833416168710e-31 6.244236979262960e-32 3.437148876042017e-32 2.066566517525848e-32 1.321791944196227e-32 9.077562513258556e-33 6.629304970704229e-33 4.981972759830244e-33 3.708662170693740e-33 2.652279323134994e-33 1.786327171634552e-33 1.148931360198588e-33 7.139694862154769e-34 4.171980472880870e-34 2.590892726162025e-34 1.623302961181248e-34 1.221945636231804e-34 6.615724905760961e-35 2.697971184902180e-35 2.727867677365671e-35 1.175856032725731e-35 3.389069213776465e-37 6.640526742809588e-37 5.353204210014405e-37 9.884713285146636e-44 3.067179016222893e-43 1.170514485411585e-42 3.684330087687611e-79 2.166162891348164e-82 9.786297732624700e-86 2.922683601878023e-90 2.838059839233025e-150 1.205351764132129e-157 3.030913907036647e-165 4.512566281011032e-173 3.978181230781658e-181 2.076708778068730e-189 6.419693226725480e-198
