1.060025848806882e+18 6.085604454057188e-31 3.922893687385956e-30 1.211784757229536e-29 7.446352326740221e-30 2.771762391007696e-30 9.587595682772015e-31 3.319779568138217e-31
1.191103133283007e+18 4.661425160250896e-31 3.027260974802905e-30 9.547961727100844e-30 5.988088179529750e-30 2.289181179978626e-30 9.293405507729890e-31 4.525987517179911e-31
1.338388753173757e+18 3.548778723244300e-31 2.299754437165822e-30 7.296569624366830e-30 4.600248418650911e-30 1.854670605645467e-30 7.295628667339544e-31 2.511377583227808e-31
1.503886946955410e+18 2.738173492406741e-31 1.810217195638250e-30 5.807311173545700e-30 3.702948492179764e-30 1.412127559047849e-30 5.553148606115929e-31 2.433179063570151e-31
1.689849786812457e+18 2.066409991051301e-31 1.344365569824782e-30 4.387758577667166e-30 2.848776733495711e-30 1.164635454807581e-30 4.961923523534247e-31 2.221757502690558e-31
1.898807824465263e+18 1.580384811168205e-31 1.035090959951583e-30 3.478984042627761e-30 2.306932241108076e-30 9.523203633365282e-31 4.437780298948286e-31 1.423873323419680e-31
2.133604526501411e+18 1.211778545779183e-31 8.010024028543489e-31 2.719342494004866e-30 1.830678076210373e-30 7.000256728123801e-31 2.969513819122742e-31 1.439704919175674e-31
2.397434967801077e+18 9.254973969587917e-32 6.146976744431985e-31 2.157783946380724e-30 1.536471518056470e-30 5.931028158802454e-31 2.539988316241779e-31 1.088863939152056e-31
2.693889309590172e+18 7.086133185117781e-32 4.736008751965368e-31 1.688474344965783e-30 1.247652310144163e-30 4.533428103201987e-31 2.153314875685108e-31 8.670031598419981e-32
3.027001653763462e+18 5.413068993739222e-32 3.631753281438775e-31 1.311455521355716e-30 1.011499511125876e-30 3.521044281065942e-31 1.849190561311093e-31 7.820247748853302e-32
3.401304938279252e+18 4.160143463733914e-32 2.829827128398730e-31 1.048819061122285e-30 8.477071777026021e-31 2.965571726704487e-31 1.283323894670917e-31 5.291635908332574e-32
3.821892620633119e+18 3.198618639893880e-32 2.202148044745002e-31 8.197063328965462e-31 7.032937132965412e-31 1.990541594125994e-31 1.102227202822654e-31 5.087052679005099e-32
4.294487988789275e+18 2.441182950724381e-32 1.684477453816487e-31 6.541088864059582e-31 5.983628837181403e-31 1.841503495934127e-31 9.938601445314311e-32 3.979305633759849e-32
4.825522042741278e+18 1.862395179817461e-32 1.285278426597860e-31 5.090519438070406e-31 4.807971987173792e-31 1.224523963506541e-31 7.238506565391349e-32 3.274265271573581e-32
5.422221006501588e+18 1.419447712090944e-32 9.750504375587306e-32 3.838748657002581e-31 3.538609325316008e-31 9.632036103348390e-32 5.820146909465492e-32 2.411052117666525e-32
6.092704661368677e+18 1.089064171242877e-32 7.529465880523727e-32 2.973575672909032e-31 2.683795113703735e-31 7.610484528485573e-32 5.392364382965465e-32 2.220881583852867e-32
6.846096838574658e+18 8.335636794503894e-33 5.770705774598959e-32 2.288338210763441e-31 1.978628658495314e-31 5.676032906834758e-32 4.683363126796716e-32 1.673922093009090e-32
7.692649574879142e+18 6.432711044817292e-33 4.518460015029263e-32 1.762719397597538e-31 1.443933754921505e-31 3.868978424546376e-32 3.049534801865185e-32 1.233272622874802e-32
8.643882620598268e+18 4.879379038608978e-33 3.374926198249078e-32 1.335295875780996e-31 1.071425047098952e-31 3.081843431160400e-32 2.654643734611574e-32 1.004333508356938e-32
9.712740198471170e+18 3.745885597659202e-33 2.606874179323422e-32 1.033495079614648e-31 7.821255132818864e-32 2.411038951065104e-32 2.074929240949304e-32 8.391321933118290e-33
1.091376714651273e+19 2.866212893544093e-33 1.998096634015977e-32 7.871953664725902e-32 5.591424656187792e-32 1.705057335955573e-32 1.599059972692034e-32 6.404905617369900e-33
1.226330684177563e+19 2.209142833775124e-33 1.557425282282356e-32 6.101543897631758e-32 4.027701335745483e-32 1.308052681519411e-32 1.327214974652209e-32 4.971992429546433e-33
1.377972359833557e+19 1.689634552832535e-33 1.186832861681586e-32 4.485892009764117e-32 2.736202694352513e-32 1.009497107895551e-32 1.121963363801435e-32 3.793331353423719e-33
1.548365256585498e+19 1.283483040524933e-33 8.888604625852058e-33 3.303407006856860e-32 1.894938774067701e-32 7.416823529126603e-33 9.019339233686966e-33 2.790312362464238e-33
1.739828052930364e+19 9.870731101148814e-34 6.904432103412632e-33 2.524033259971236e-32 1.280718615319836e-32 5.369422915430320e-33 7.257739338137757e-33 1.962360055300714e-33
1.954966143091260e+19 7.583072172282082e-34 5.329697378549626e-33 1.872655840741661e-32 8.496496038885440e-33 3.979066598151349e-33 5.998609077922008e-33 1.254439369674647e-33
2.196707090793234e+19 5.769560052876585e-34 3.991187481268908e-33 1.318636933002942e-32 5.431379494440617e-33 2.962587625961493e-33 4.944254097782497e-33 6.405372343710976e-34
2.468340467068649e+19 4.424673194262840e-34 3.051490125112176e-33 9.330845270557351e-33 3.464606349311401e-33 2.235731046767845e-33 4.064947393994404e-33 2.341693186345959e-34
2.773562614198413e+19 3.364699439426185e-34 2.291873101208898e-33 6.568327215028245e-33 2.264001720673161e-33 1.707533668570142e-33 3.276468746532889e-33 5.298221089427267e-35
3.116526944929430e+19 2.560236540815296e-34 1.695838099496604e-33 4.324616256169246e-33 1.492729545957694e-33 1.322956520991162e-33 2.529446244841686e-33 6.276382648843143e-36
3.501900461431709e+19 1.943879191866575e-34 1.251370830071774e-33 2.873337962235489e-33 1.014155851150038e-33 1.054895665241104e-33 1.828995673613331e-33 3.729555064603433e-37
